시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
해오름지역아동센터,경기도 안산시 상록구 매화로3길 28(이동) 201호,"경기도 안산시 상록구 이동 570-1, 201호",해오름지역아동센터,031-417-2345,해오름지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.3047227301,126.8632420144,2020-01-31,3930000,경기도 안산시
용신행복한홈스쿨지역아동센터,경기도 안산시 상록구 각골로3길 13(본오동) 5호,"경기도 안산시 상록구 본오동 756-3, 5호 용신교회",용신행복한홈스쿨지역아동센터,031-408-9544,용신행복한홈스쿨지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.2979255881,126.8743228,2020-01-31,3930000,경기도 안산시
계양구노인복지관,인천광역시 계양구 효서로 341번길 11,인천광역시 계양구 작전동 926-6,대한노인회,032-552-4494,인천광역시 계양구 효서로 341번길 11,"만60세 이상 기초수급자 및 차상위계층, 저소득 독거노인",11:30~12:30,월+화+수+목+금,2000-01-01,2019-12-31,37.52870612,126.734723,2020-06-09,3550000,인천광역시 계양구
노인행복지원센터,인천광역시 계양구 황어로134번길 28,인천광역시 계양구 장기동 152-5,사랑의쌀나눔운동본부,02-780-5332,인천광역시 계양구 황어로134번길 28,"만60세 이상 기초수급자 및 차상위계층, 저소득 독거노인",12:00~13:00,화+목+금,2016-09-01,2019-12-31,37.5774578,126.7367086,2020-06-09,3550000,인천광역시 계양구
계양종합사회복지관,인천광역시 계양구 아나지로 517,인천광역시 계양구 서운동 130-6,명성복지회,032-552-9093,식사배달,"만60세 이상 기초수급자 및 차상위계층, 저소득 독거노인",10:00~13:00,월+화+수+목+금,2000-02-01,2019-12-31,37.5260298,126.7502885,2020-06-09,3550000,인천광역시 계양구
대구노숙인종합지원센터,대구광역시 북구 칠성남로38길 22(3층),대구광역시 북구 칠성동2가 302-273,대구노숙인종합지원센터,053-426-5828,코로나 상황에 따라 급식 대신 도시락 제공,노숙인,중식(12:00~13:00)+석식(19:30~20:30),중식(매주 수요일)+석식(월~금),,,35.875219,128.600218,2020-07-20,3450000,대구광역시 북구
산격종합사회복지관,대구광역시 북구 연암로 183,대구광역시 북구 산격동 724-12,산격종합사회복지관,053-381-9193,코로나 상황에 따라 급식 대신 도시락 배달,노인,중식(11:00~12:00),월+목,,,35.9010957,128.5958916,2020-07-20,3450000,대구광역시 북구
선린종합사회복지관,대구광역시 북구 관음동로9길 10-25,대구광역시 북구 관음동 477-1,선린종합사회복지관,053-323-2297,코로나 상황에 따라 급식 잠정 중단,노인,잠정 중단,잠정 중단,,,35.937826,128.545502,2020-07-20,3450000,대구광역시 북구
추부제일교회,충청남도 금산군 추부면 하마전2길 6,충청남도 금산군 추부면 마전리 389-1,추부제일교회,041-752-5191,추부제일교회 식당,"65세이상 국민기초수급자, 차상위계층, 복지사각지대 어르신",중식(11:00~12:00),수+금,2020-01-01,2020-12-31,36.19194119,127.4732447,2020-10-07,4550000,충청남도 금산군
일양교회,충청남도 금산군 남이면 일양길 12,충청남도 금산군 남이면 건천리 371-1,일양교회,041-753-2621,일양교회식당,"65세이상 국민기초수급자, 차상위계층, 복지사각지대 어르신",중식(11:00~12:00),화+금,2020-01-01,2020-12-31,36.0888565361,127.3615686588,2020-10-07,4550000,충청남도 금산군
보림노인무료급식소,대구광역시 서구 서대구로41길 10 (평리동),대구광역시 서구 평리동 614-48,사회복지법인보림,053-559-4960,대구광역시 서구 서대구로41길 10 (평리동),저소득노인,중식(11:00),월+화+수+목+금,2019-01-01,,35.87696521,128.5536775,2020-07-10,3430000,대구광역시 서구
홍익무료급식소,대구광역시 서구 통학로20길 6 (평리동),대구광역시 서구 평리동 1107-12,대구경북홍익문화운동연합,053-746-9595,대구광역시 서구 통학로20길6 (평리동),저소득노인,중식(11:30),수+금,2019-01-01,,35.86903219,128.5647313,2020-07-10,3430000,대구광역시 서구
엄마의 집 효도급식소,대구광역시 서구 서대구로3길 29-4 (내당동),대구광역시 서구 내당동 466-20,사회복지법인 마음이아름다운재단,053-568-7004,대구광역시 서구 서대구로3길 29-4 (내당동),저소득노인,중식(12:00),화+목+토,2019-01-01,,35.85856713,128.5534158,2020-07-10,3430000,대구광역시 서구
번동3단지종합사회복지관,서울특별시 강북구 오현로208,,기독교 대한성결교회,02-984-6777,번동3단지종합사회복지관,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:30~12:30,월~금(토요일 대체식 지급),,,37.6296739,127.0411557,2020-09-25,3080000,서울특별시 강북구
번동5단지종합사회복지관,서울특별시 강북구 한천로115길 20,,사회복지법인 혜명복지원,02-981-5077,번동5단지종합사회복지관,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:30~12:00,월~금(토요일 대체식 지급),,,37.63368721,127.0345359,2020-09-25,3080000,서울특별시 강북구
구세군강북종합사회복지관,서울특별시 강북구 인수봉로 20가길 24,,재대한구세군유지재단법인,02-984-5811,구세군강북종합사회복지관,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:00~12:00,월~금(토요일 대체식 지급),,,37.625687,127.013394,2020-09-25,3080000,서울특별시 강북구
번동2단지종합사회복지관,서울특별시 강북구 한천로 105길 24,,사회복지법인 원불교 삼동회,02-987-5078,번동2단지종합사회복지관,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:30~12:00,월~금(토요일 대체식 지급),,,37.6276084068,127.0448051125,2020-09-25,3080000,서울특별시 강북구
자비의 집,서울특별시 강북구 도봉로29길 90,,자비의집,02-945-4200,자비의 집,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:30~12:30,월~금(토요일 대체식 지급),,,37.6203381,127.023387,2020-09-25,3080000,서울특별시 강북구
강북장애인종합복지관,서울특별시 강북구 오현로 189,,대한불교 조계종 사회복지재단,02-989-4218,강북장애인종합복지관,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:40~13:00,월~금(토요일 대체식 지급),,,37.628764,127.039059,2020-09-25,3080000,서울특별시 강북구
시립강북노인종합복지관,서울특별시 강북구 삼양로 92길 40,,대한불교 천태종 복지재단,02-999-9179,시립강북노인종합복지관,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:00~12:30,월~금(토요일 대체식 지급),,,37.635688,127.018757,2020-09-25,3080000,서울특별시 강북구
삼양동종합복지센터,서울특별시 강북구 삼양로 47길 9,,재대한구세군유지재단법인,02-945-1305,삼양동종합복지센터,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:30~12:30,월~금(토요일 대체식 지급),,,37.622945,127.0185329,2020-09-25,3080000,서울특별시 강북구
운가자비원,서울특별시 강북구 삼양로 112길 5,,운가자비원,02-903-6940,운가자비원,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",11:30~12:10,월~금(토요일 대체식 지급),,,37.642583,127.016831,2020-09-25,3080000,서울특별시 강북구
서울특별시농아인협회강북구지부,서울특별시 강북구 한천로 131길 7,,서울농아인협회,02-990-0872,서울특별시농아인협회강북구지부,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",12:00~13:00,월~금(토요일 대체식 지급),,,37.6386492,127.0278887,2020-09-25,3080000,서울특별시 강북구
e한우리 봉사회,서울특별시 강북구 한천로 150길 12,,사회법인 e한우리봉사회,02-991-7909,e한우리 봉사회,"기초생활수급자, 차상위 계층 및 저소득 독거어르신",12:00~13:00,월~금(토요일 대체식 지급),,,37.643259,127.023371,2020-09-25,3080000,서울특별시 강북구
영주시종합사회복지관,경상북도 영주시 대학로 130-1,경상북도 영주시 가흥동 1385,영주시종합사회복지관,054-639-0500,영주시종합사회복지관,노인,중식(12:00-13:00),월+화+수+목+금,,,36.8090270113,128.6109733966,2020-09-22,5090000,경상북도 영주시
천주교하망동성당(만남의집),경상북도 영주시 영주로 269,경상북도 영주시 하망동 305-2,천주교하망동성당(만남의집),054-636-9100,천주교하망동성당(만남의집),노인,중식(12:00-13:00),월+화+수+목+금,,,36.8254017465,128.6294517535,2020-09-22,5090000,경상북도 영주시
운주노인복지센터,전라북도 완주군 운주면 금고당로 186-13,전라북도 완주군 운주면 금당리 509-1,운주노인복지센터,063-262-7370,운주노인복지센터,"독거노인, 결식우려 저소득 재가노인",중식(12:00-13:00),"수, 금",2019-02-01,2019-12-31,36.0631038073,127.3061541,2019-09-04,4720000,전라북도 완주군
원불교오수교당봉공회,전라북도 임실군 오수면 삼일로 27,전라북도 임실군 오수면 오수리 392-11,원불교오수교당 봉공회,063-642-1394,내부,60세이상 저소득노인,12:00,장날전후,2017-01-01,2017-12-31,35.5413080,127.3266762777,2019-06-28,6450000,전라북도
문수실버복지관,울산광역시 남구 대학로1번길 3-51,울산광역시 남구 무거동 1005-69,밝은미래복지재단,052-247-3740,3층 경로식당,"60세이상 기초수급자, 차상위, 저소득 등",중식(11:30-12:30),월~금,2007-01-15,,35.5354465,129.2505258,2020-04-30,6310000,울산광역시
참좋은세상,울산광역시 남구 봉월로38번길 15,울산광역시 남구 신정동 1170-9,사단법인참좋은세상,052-261-0079,관내급식소,"60세이상 기초수급자, 차상위, 저소득 등",중식(11:15-12:30),월~금,2004-03-30,,35.536379,129.3079932,2020-04-30,6310000,울산광역시
선암호수노인복지관,울산광역시 남구 선암호수길 150,울산광역시 남구 선암동 526,통도사 자비원,052-268-6080,4층 경로식당,"60세이상 기초수급자, 차상위, 저소득 등",중식(11:30-12:30),월~금,2014-01-20,,35.51469998,129.3187845,2020-04-30,6310000,울산광역시
나눔과섬김,울산광역시 남구 봉월로 149,울산광역시 남구 신정동 1334-2,사단법인나눔과섬김의집,052-260-1389,관내급식소,"60세이상 기초수급자, 차상위, 저소득 등",중식(11:30-12:30),월~토,2003-09-18,,35.5457922,129.3069177,2020-04-30,6310000,울산광역시
도산노인복지관,울산광역시 남구 대암로129번길 4,울산광역시 남구 야음동 577-6,한국장로교복지재단,052-265-5221,3층 경로식당,"60세이상 기초수급자, 차상위, 저소득 등",중식(11:30-12:30),월~금,2014-01-02,,35.5299288,129.3298765,2020-04-30,6310000,울산광역시
남구노인지회,울산광역시 남구 중앙로258번길 51,울산광역시 남구 신정동 302-6,대한노인회울산남구지회,052-265-5225,1층 경로식당,"60세이상 기초수급자, 차상위, 저소득 등",중식(12:00-13:00),월~금,2005-01-02,,35.54556021,129.3161274,2020-04-30,6310000,울산광역시
남구종합사회복지관,울산광역시 남구 번영로107번길 13,울산광역시 남구 달동 119-1,통도사자비원,052-260-2981,1층 경로식당,"60세이상 기초수급자, 차상위, 저소득 등",중식(11:30-12:30),월~토,1994-07-21,,35.53438053,129.3273188,2020-04-30,6310000,울산광역시
북정경로식당,울산광역시 중구 도서관길42(북정동),,해남사,052-211-3340,북정경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:20~12:00),월+화+수+목+금,1997-02-13,,35.559651,129.3209488,2020-08-04,6310000,울산광역시
병영경로식당,울산광역시 중구 병영9길5(동동),,새마을문고 중구지부,052-297-5252,병영경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:20~12:00),월+화+수+목+금,2011-07-01,,35.5734328,129.3464413,2020-08-04,6310000,울산광역시
태화경로식당,울산광역시 중구 난곡10길 22(태화동),,사회복지법인 함께하는사람들,052-249-2334,태화경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:30~12:30),월+화+수+목+금,2000-11-11,,35.5562407,129.279134,2020-08-04,6310000,울산광역시
반구경로식당,울산광역시 중구 내황4길38(반구동),,중구새마을부녀회,052-291-0111,반구경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:20~12:00),월+화+수+목+금,1999-11-16,,35.5520438732,129.3437192,2020-08-04,6310000,울산광역시
복산경로식당,울산광역시 중구 한울길5(복산동),,중구여성자원봉사회,052-246-9678,복산경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:00~12:00),월+화+수+목+금,1994-03-01,,35.5605492,129.3277107,2020-08-04,6310000,울산광역시
성남경로식당,울산광역시 중구 중앙1길16(성남동),,중구여성자원봉사회,052-211-1673,성남경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:00~12:00),월+화+수+목+금,2000-02-08,,35.5565864,129.3198077,2020-08-04,6310000,울산광역시
함월노인복지관 경로식당,울산광역시 중구 종가3길 15(유곡동),,밝은미래복지재단,052-716-7212,함월노인복지관 경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:30~12:30),월+화+수+목+금,2015-12-01,,35.56124574,129.2967386,2020-08-04,6310000,울산광역시
중구노인복지관 경로식당,울산광역시 중구 해오름2길 50(남외동),,사회복지법인 원각선원,052-707-0770,중구노인복지관 경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:25~12:30),월+화+수+목+금,2010-12-01,,35.5626657351,129.3426134995,2020-08-04,6310000,울산광역시
다운경로식당,울산광역시 중구 다운7길 78(다운동),,울산광역시 중구 체육회,052-225-8203,다운경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:20~12:00),월+화+수+목+금,2010-11-01,,35.5600361,129.2651266,2020-08-04,6310000,울산광역시
우정경로식당,울산광역시 중구 우정10길47-1(우정동),,바르게살기운동 울산광역시중구 협의회,052-248-4773,우정경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:20~12:00),월+화+수+목+금,2010-11-01,,35.5623410400,129.3131572,2020-08-04,6310000,울산광역시
성안경로식당,울산광역시 중구 성안2길 31(성안동),,한국자유총연맹 울산중구지부,052-211-3556,성안경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:20~12:00),월+화+수+목+금,2017-09-11,,35.5732284,129.3181236,2020-08-04,6310000,울산광역시
울산사랑의지팡이,울산광역시 북구 새장터8길 21-4,울산광역시 북구 염포동 305-12,울산사랑의지팡이,052-287-9182,울산세계로교회,60세이상,12:00~13:30,"월,수,금,일",2004-03-10,,35.5354978,129.3925674,2020-08-04,6310000,울산광역시
밥퍼공동체,울산광역시 북구 화봉로 73,울산광역시 북구 화봉동 449-7,밥퍼,052-287-5569,사)행복발전소,60세이상,11:40~12:30,"월,화,수,금",2012-01-01,,35.5886971,129.3670543,2020-08-04,6310000,울산광역시
어르신행복식당,울산광역시 북구 동대8길 40,울산광역시 북구 호계동 262-2,어르신행복식당,052-296-3901,울산북구노인복지관,60세이상,11:30~12:30,"월,화,수,목,금",2010-03-01,,35.6312714823,129.3538942739,2020-08-04,6310000,울산광역시
서부노인복지관,울산광역시 울주군 삼남면 서향교2길 50,,울주군시설관리공단,052-229-9100,서부노인복지관,가정형편이 어렵거나 부득이한 사정으로 식사를 거를 우려가 있는 60세 이상 노인,중식(11:40~12:20),월~금(5일),,,35.556513,129.113172,2020-08-04,6310000,울산광역시
남부노인복지관,울산광역시 울주군 온양읍 온양로 256-6,,울주군시설관리공단,052-229-9130,남부노인복지관,가정형편이 어렵거나 부득이한 사정으로 식사를 거를 우려가 있는 60세 이상 노인,중식(11:40~12:20),월~금(5일),,,35.407126,129.297953,2020-08-04,6310000,울산광역시
상북경로식당,울산광역시 울주군 상북면 상북로 296,,상북면경로식당운영협의회,052-262-3490,상북분회경로당,가정형편이 어렵거나 부득이한 사정으로 식사를 거를 우려가 있는 60세 이상 노인,중식(12:00~13:00),월~금(5일),,,35.5912785212,129.0895307891,2020-08-04,6310000,울산광역시
임실군북구권노인복지관,전라북도 임실군 관촌면 사선1길 24,전라북도 임실군 관촌면 관촌리 177-2,삼동회,063-642-3844,내부,60세이상 저소득노인,12:00,월수금,2017-01-01,2017-12-31,35.6745385,127.2714210,2019-06-28,6450000,전라북도
임실군노인복지관,전라북도 임실군 임실읍 운수로 33-46,전라북도 임실군 임실읍 이도리 241,삼동회,063-644-4438,내부,60세이상 저소득노인,12:00,월수금,2017-01-01,2017-12-31,35.6146287296,127.2857550,2019-06-28,6450000,전라북도
순창읍교회 무료경로식당,전라북도 순창군 순창읍 순창9길 23,전라북도 순창군 순창읍 순화리 153-1,순창읍교회,063-653-2604,순창읍교회 식당,결식노인,중식(12:00~13:00),"순창장날(1,6일)",2017-01-01,2017-12-31,35.3751110,127.1407071399,2019-06-28,6450000,전라북도
쌍치면분회경로당 무료경로식당,전라북도 순창군 쌍치면 쌍계로 35,전라북도 순창군 쌍치면 쌍계리 295-14,쌍치면분회경로당,,쌍치면분회경로당 복지식당,결식노인,중식(12:00~13:00),"쌍치장날(4,9일)",2017-01-01,2017-12-31,35.5003112573,127.0023671,2019-06-28,6450000,전라북도
금강노인복지관,전라북도 군산시 백릉로 245,전라북도 군산시 구암동 307-11,금강노인복지관,063-442-0012,금강노인복지관,60세이상 결식노인(기초수급자 무료) /그외 실비,중식(12:00-13:00),월~금,2014-04-01,,35.9804842047,126.750435729,2019-06-28,6450000,전라북도
군산나운종합사회복지관,전라북도 군산시 문화로 36,전라북도 군산시 나운동 45,군산나운종합사회복지관,063-462-7260,군산나운종합사회복지관,"60세이상 기초수급자, 1~3급수급장애인 무료/그외 실비",중식(12:00-13:00),월~금,2002-02-01,,35.9694666182,126.7099554319,2019-06-28,6450000,전라북도
군산경로식당,전라북도 군산시 중앙로 44-8,전라북도 군산시 대명동 385-85,군산경로식당,063-442-5323,군산경로식당,"결식노인, 노숙인",중식(12:00-13:00),월~일(주7회),1996-12-01,,35.9791904757,126.7211030,2019-06-28,6450000,전라북도
군산노인종합복지관,전라북도 군산시 둔배미길 29,전라북도 군산시 중앙로2가 140-8,군산노인종합복지관,063-442-4227,군산노인종합복지관,60세이상 결식노인(기초수급자 무료)/ 그외 실비,중식(12:00-13:00),월~금,2000-11-01,,35.9829342975,126.7158318533,2019-06-28,6450000,전라북도
남원사회복지관집단급식소,전라북도 남원시 노송로 1255-9,전라북도 남원시 노암동 275,남원사회복지관,063-632-5252,노인무료급식소,"기초수급자, 60세이상",중식(11:20-12:00),"월, 화, 수, 목, 금,(토-금요일 지원)",2014-05-01,,35.3962487332,127.3768526069,2019-06-28,6450000,전라북도
남원시노인복지관집단급식소,전라북도 남원시 금동로 50,전라북도 남원시 금동 347-2,남원시노인복지관,063-625-9988,노인무료급식소,"기초수급자, 60세이상",중식(12:00-13:00),"월, 화, 수, 목, 금,(토-금요일 지원)",2015-02-01,,35.403013904,127.372824158,2019-06-28,6450000,전라북도
진안군장애인종합복지관,전라북도 진안군 진안읍 진무로 1189-1,전라북도 진안군 진안읍 군상리 90-20,전라북도 진안군 장애인종합복지관,063-432-8872,진안군장애인종합복지관,60세이상 저소득 노인,11:30~13:00,"월,화,수,목,금",2010-01-01,2017-12-31,35.7974095630,127.4342260,2019-06-28,6450000,전라북도
무주종합복지관,전라북도 무주군 무주읍 한풍루로 425,전라북도 무주군 무주읍 당산리 623,무주종합복지관,070-4288-8495,무주종합복지관내 경로식당,65세 이상 노인 중 기초생활수급자 및 차상위자,(중식)11:50 ~ 13:00,"월, 화, 수, 목, 금",2017-01-01,2017-12-31,36.0055281,127.6724016729,2019-06-28,6450000,전라북도
군서면 복지회관,전라남도 영암군 군서면 왕인로 762,전라남도 영암군 군서면 월곡리 744-2,군서면 노인회,061-473-6191,군서면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.779576,126.650669,2019-07-26,4940000,전라남도 영암군
도포면 복지회관,전라남도 영암군 도포면 호산로 26,전라남도 영암군 도포면 구학리 614,도포면 노인회,061-471-3193,도포면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.8436043,126.6445167,2019-07-26,4940000,전라남도 영암군
시종면 복지회관,전라남도 영암군 시종면 고분로 10-13,전라남도 영암군 시종면 만수리 909-2,시종면 노인회,061-471-1549,시종면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.86792964,126.6113036,2019-07-26,4940000,전라남도 영암군
신북면 복지회관,전라남도 영암군 신북면 간은정로 7,전라남도 영암군 신북면 월평리 147-3,신북면 노인회,061-472-9599,신북면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.889664,126.6913535,2019-07-26,4940000,전라남도 영암군
금정면 복지회관,전라남도 영암군 금정면 용두로 11-19,전라남도 영암군 금정면 용흥리 1148,금정면 노인회,061-473-8676,금정면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.8617712,126.7486404,2019-07-26,4940000,전라남도 영암군
덕진면 복지회관,전라남도 영암군 덕진면 내촌길 9-2,전라남도 영암군 덕진면 덕진리 189,덕진면 노인회,061-471-1062,덕진면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.816824,126.6970804,2019-07-26,4940000,전라남도 영암군
삼호읍 복지회관,전라남도 영암군 삼호읍 세가래로 88,전라남도 영암군 삼호읍 용앙리 241-6,삼호읍 노인회,061-462-3530,삼호읍 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.748522,126.474655,2019-07-26,4940000,전라남도 영암군
기린봉노인복지관,전라북도 전주시 완산구 관선1길 60,전라북도 전주시 완산구 남노송동 156-13,서원노인복지관,063-287-1177,기린봉노인복지관,"기초수급자 및 차상위계층 노인, 저소득 독거노인",중식(11:30-12:00),월+화+수+목+금,2016-01-01,2017-12-31,35.8190195,127.1572491,2019-06-28,6450000,전라북도
관운사가야복지센터,경상북도 성주군 성주읍 경산길 33-1,경상북도 성주군 성주읍 경산리 577-4,관운사가야복지센터,054-931-3000,관운사가야복지센터,60세이상 저소득층 독거노인 및 결식노인,중식(11:30~13:00),"월, 금",2010-01-08,,35.9156622,128.2843144,2020-07-15,5210000,경상북도 성주군
이웃과하나노인복지센터,경상북도 성주군 성주읍 예산3길 8-4,경상북도 성주군 성주읍 예산리 466,이웃과하나노인복지센터,054-931-1611,이웃과하나노인복지센터,60세이상 저소득층 독거노인 및 결식노인,중식(12:00~13:00),"화, 수",2004-11-05,,35.9244472,128.2859217,2020-07-15,5210000,경상북도 성주군
용암종합사회복지관,충청북도 청주시 상당구 원봉로 52-1(용암동),"충청북도 청주시 상당구 용암동 2108, 용암주공@ 1,2단지",용암종합사회복지관,043-293-9191,용암종합사회복지관,저소득층 노인,11:30~12:30,월~금,,,36.614349,127.5097009817,2020-07-17,5710000,충청북도 청주시
청주시노인종합복지관,충청북도 청주시 상당구 대성로172번길 21(수동),충청북도 청주시 상당구 수동 138-8,청주시노인종합복지관,043-255-2144,청주시노인종합복지관,저소득층 노인,11:40~12:40,월~금,,,36.6412346899,127.492943,2020-07-17,5710000,충청북도 청주시
청주YMCA,충청북도 청주시 상당구 사직대로 350번길99(서문동),충청북도 청주시 상당구 서문동 119-5,청주YMCA,043-253-6103,청주YMCA,저소득층 노인,11:50~12:30,월~금,,,36.632151,127.4866338350,2020-07-17,5710000,충청북도 청주시
산남종합사회복지관,충청북도 청주시 서원구 구룡산로 290(수곡동),충청북도 청주시 서원구 수곡동 335,산남종합사회복지관,043-288-1428,산남종합사회복지관,저소득층 노인,11:30~12:30,월~금,,,36.617429,127.476581,2020-07-17,5710000,충청북도 청주시
충청북도노인종합복지관,충청북도 청주시 서원구 흥덕로 42 (사직동),충청북도 청주시 서원구 사직동 554-58,충청북도노인종합복지관,043-265-5304,충청북도노인종합복지관,저소득층 노인,11:30~12:40,월~금,,,36.6396858055,127.4740143297,2020-07-17,5710000,충청북도 청주시
서부종합사회복지관,충청북도 청주시 흥덕구 가로수로 1370번길16(복대동),충청북도 청주시 흥덕구 복대동 131-3,서부종합사회복지관,043-236-3600,서부종합사회복지관,저소득층 노인,11:30~12:30,월~금,,,36.633045,127.445315,2020-07-17,5710000,충청북도 청주시
현양노인복지센터,충청북도 청주시 흥덕구 1순환로 392(신봉동),충청북도 청주시 흥덕구 신봉동 26-6,현양노인복지센터,043-266-0957,현양노인복지센터,저소득층 노인,11:00~12:00,월~금,,,36.6562277538,127.471971,2020-07-17,5710000,충청북도 청주시
오송종합사회복지관,충청북도 청주시 흥덕구 오송읍 오송생명1로 180,충청북도 청주시 흥덕구 오송읍 연제리 677,오송종합사회복지관,043-234-5479,오송종합사회복지관,저소득층 노인,11:40~12:40,월~금,,,36.6351763314,127.3232684689,2020-07-17,5710000,충청북도 청주시
청주가경노인복지관,충청북도 청주시 흥덕구 서부로1225(가경동),충청북도 청주시 흥덕구 가경동 296-2,청주가경노인복지관,043-236-0111,청주가경노인복지관,저소득층 노인,11:50~12:40,월~금,,,36.6117457905,127.4366390710,2020-07-17,5710000,충청북도 청주시
북부종합사회복지관,충청북도 청주시 청원구 충청대로 107번길 1(율량동),충청북도 청주시 청원구 율량동 1055,북부종합사회복지관,043-216-4004,북부종합사회복지관,저소득층 노인,11:00~12:00,월~금,,,36.6660761650,127.4931066995,2020-07-17,5710000,충청북도 청주시
청주내덕노인복지관,충청북도 청주시 청원구 충청대로 62번길 1-18(내덕동),충청북도 청주시 청원구 내덕동 산 61-7,청주내덕노인복지관,043-216-9810,청주내덕노인복지관,저소득층 노인,11:40~12:30,월~금,,,36.6627565410,127.4948169858,2020-07-17,5710000,충청북도 청주시
목령종합사회복지관,충청북도 청주시 청원구 오창읍 중심상업2로 32,충청북도 청주시 청원구 오창읍 양청리 813-4,목령종합사회복지관,043-216-3060,목령종합사회복지관,저소득층 노인,11:30~12:20,월~금,,,36.7123636641,127.4332053524,2020-07-17,5710000,충청북도 청주시
청주서원노인복지관,충청북도 청주시 서원구 원흥로 11-10(산남동),충청북도 청주시 서원구 산남동 1086,청주서원노인복지관,043-238-3786,청주서원노인복지관,저소득층 노인,12:00~13:00,월~금,,,36.6074652839,127.4702985091,2020-07-17,5710000,충청북도 청주시
고창원광노인복지센터,전라북도 고창군 고창읍 천변남로 40,전라북도 고창군 고창읍 읍내리 324-63,고창원광노인복지센터,063-562-3882,고창원광노인복지센터,"독거노인, 결식노인, 노숙인, 저소득층 등",중식(11:30-13:00),"월, 화, 수, 목, 금",2018-01-01,2020-12-31,35.43394337,126.6966954,2020-07-10,4780000,전라북도 고창군
(사)부산밥퍼나눔공동체,"부산광역시 북구 백양대로 1108, 낙동빌딩(구포동)",부산광역시 북구 구포동 1005-5,(사)부산밥퍼나눔공동체,051-756-1365,"목: 부산진역, 해운대역 / 금: 부산진역 / 토: 시청 녹음광장","노인, 노숙자",12:00~13:00,목+금+토,,,35.2033756,129.0003279,2020-07-22,3320000,부산광역시 북구
한마음 무료급식소,부산광역시 북구 의성로127번길 90 (덕천동),부산광역시 북구 덕천동 811,한마음 무료급식소,051-529-2037,한마음 무료급식소,노인,12:00~13:00,수+일,,,35.21036002,129.0161283,2020-07-22,3320000,부산광역시 북구
진여원,부산광역시 북구 낙동북로 664 (구포동),부산광역시 북구 구포동 930-8,진여원,051-338-1008,진여원,"노인, 노숙자",12:00~13:00,월+금,,,35.2014266,128.9972949,2020-07-22,3320000,부산광역시 북구
대한적십자사부산광역지사 사랑 나눔의 집,부산광역시 북구 금곡대로 61 (덕천동),부산광역시 북구 덕천동 660-2,대한적십자사부산광역지사 사랑 나눔의 집,051-338-1465,대한적십자사부산광역지사 사랑 나눔의 집,"노인, 노숙자",12:00~13:00,월+화+수+목+금,,,35.2155461,129.0044645,2020-07-22,3320000,부산광역시 북구
청운노인대학,부산광역시 북구 금곡대로 20번길 14 (덕천동),부산광역시 북구 덕천동 348-23,청운노인대학,051-331-5521,청운노인대학,"노인, 노숙자",12:00~13:00,목+금+일,,,35.2117784,129.0055383,2020-07-22,3320000,부산광역시 북구
